DATE,DEXMXUS
2019-03-29,19.398
2019-04-01,19.214
2019-04-02,19.2245
2019-04-03,19.1685
2019-04-04,19.1775
2019-04-05,19.0735
2019-04-08,18.9615
2019-04-09,18.905
2019-04-10,18.8285
2019-04-11,18.8525
2019-04-12,18.7555
2019-04-15,18.861
2019-04-16,18.962
2019-04-17,18.8405
2019-04-18,18.758
2019-04-19,18.7705
2019-04-22,18.837
2019-04-23,18.949
2019-04-24,19.01
2019-04-25,19.0965
2019-04-26,18.951
2019-04-29,19.0185
2019-04-30,18.9945
2019-05-01,18.8515
2019-05-02,19.126
2019-05-03,18.982
2019-05-06,18.9775
2019-05-07,19.0425
2019-05-08,19.07
2019-05-09,19.274
2019-05-10,19.1385
2019-05-13,19.1955
2019-05-14,19.1455
2019-05-15,19.061
2019-05-16,19.073
2019-05-17,19.1665
2019-05-20,19.1
2019-05-21,19.036
2019-05-22,18.983
2019-05-23,19.017
2019-05-24,19.062
2019-05-27,.
2019-05-28,19.1735
2019-05-29,19.225
2019-05-30,19.0895
2019-05-31,19.652
2019-06-03,19.768
2019-06-04,19.556
2019-06-05,19.551
2019-06-06,19.7198
2019-06-07,19.6675
2019-06-10,19.181
2019-06-11,19.1315
2019-06-12,19.153
2019-06-13,19.176
2019-06-14,19.13
2019-06-17,19.171
2019-06-18,19.1185
2019-06-19,19.167
2019-06-20,18.9905
2019-06-21,19.077
2019-06-24,19.181
2019-06-25,19.2205
2019-06-26,19.125
2019-06-27,19.163
2019-06-28,19.2089
2019-07-01,19.076
2019-07-02,19.079
2019-07-03,19.0435
2019-07-04,.
2019-07-05,19.032
2019-07-08,18.904
2019-07-09,18.894
2019-07-10,19.227
2019-07-11,19.0995
2019-07-12,19.0255
2019-07-15,18.97
2019-07-16,19.0855
2019-07-17,19.009
2019-07-18,19.0
2019-07-19,19.0145
2019-07-22,19.07
2019-07-23,19.1318
2019-07-24,19.09
2019-07-25,19.04
2019-07-26,19.069
2019-07-29,19.067
2019-07-30,19.075
2019-07-31,18.993
2019-08-01,19.17
2019-08-02,19.3115
2019-08-05,19.5545
2019-08-06,19.6125
2019-08-07,19.6825
2019-08-08,19.4935
2019-08-09,19.443
2019-08-12,19.5525
2019-08-13,19.421
2019-08-14,19.6323
2019-08-15,19.6335
2019-08-16,19.557
2019-08-19,19.811
2019-08-20,19.7565
2019-08-21,19.6652
2019-08-22,19.74
2019-08-23,19.8645
2019-08-26,19.9175
2019-08-27,20.0055
2019-08-28,20.012
2019-08-29,20.1185
2019-08-30,20.0674
2019-09-02,.
2019-09-03,19.992
2019-09-04,19.779
2019-09-05,19.6935
2019-09-06,19.5575
2019-09-09,19.5365
2019-09-10,19.5005
2019-09-11,19.55
2019-09-12,19.421
2019-09-13,19.3555
2019-09-16,19.428
2019-09-17,19.417
2019-09-18,19.348
2019-09-19,19.405
2019-09-20,19.44
2019-09-23,19.442
2019-09-24,19.4485
2019-09-25,19.56
2019-09-26,19.6435
2019-09-27,19.681
2019-09-30,19.742
2019-10-01,19.7755
2019-10-02,19.776
2019-10-03,19.6985
2019-10-04,19.5385
2019-10-07,19.55
2019-10-08,19.582
2019-10-09,19.575
2019-10-10,19.4575
2019-10-11,19.3316
2019-10-14,.
2019-10-15,19.248
2019-10-16,19.199
2019-10-17,19.155
2019-10-18,19.141
2019-10-21,19.146
2019-10-22,19.1
2019-10-23,19.113
2019-10-24,19.101
2019-10-25,19.049
2019-10-28,19.046
2019-10-29,19.101
2019-10-30,19.167
2019-10-31,19.174
2019-11-01,19.099
2019-11-04,19.166
2019-11-05,19.219
2019-11-06,19.2
2019-11-07,19.128
2019-11-08,19.108
2019-11-11,.
2019-11-12,19.27
2019-11-13,19.426
2019-11-14,19.44
2019-11-15,19.205
2019-11-18,19.253
2019-11-19,19.342
2019-11-20,19.48
2019-11-21,19.422
2019-11-22,19.402
2019-11-25,19.462
2019-11-26,19.493
2019-11-27,19.537
2019-11-28,.
2019-11-29,19.543
2019-12-02,19.567
2019-12-03,19.555
2019-12-04,19.482
2019-12-05,19.364
2019-12-06,19.331
2019-12-09,19.229
2019-12-10,19.214
2019-12-11,19.178
2019-12-12,19.089
2019-12-13,19.066
2019-12-16,18.981
2019-12-17,18.91
2019-12-18,18.958
2019-12-19,18.941
2019-12-20,18.914
2019-12-23,18.931
2019-12-24,18.955
2019-12-25,.
2019-12-26,18.944
2019-12-27,18.819
2019-12-30,18.863
2019-12-31,18.86
2020-01-01,.
2020-01-02,18.889
2020-01-03,18.865
2020-01-06,18.821
2020-01-07,18.876
2020-01-08,18.773
2020-01-09,18.83
2020-01-10,18.768
2020-01-13,18.82
2020-01-14,18.804
2020-01-15,18.81
2020-01-16,18.777
2020-01-17,18.728
2020-01-20,.
2020-01-21,18.702
2020-01-22,18.693
2020-01-23,18.833
2020-01-24,18.845
2020-01-27,18.9599
2020-01-28,18.78
2020-01-29,18.6762
2020-01-30,18.799
2020-01-31,18.89
2020-02-03,18.79
2020-02-04,18.676
2020-02-05,18.62
2020-02-06,18.67
2020-02-07,18.755
2020-02-10,18.767
2020-02-11,18.694
2020-02-12,18.627
2020-02-13,18.642
2020-02-14,18.57
2020-02-17,.
2020-02-18,18.589
2020-02-19,18.588
2020-02-20,18.82
2020-02-21,18.813
2020-02-24,19.089
2020-02-25,19.054
2020-02-26,19.163
2020-02-27,19.347
2020-02-28,19.73
2020-03-02,19.583
2020-03-03,19.33
2020-03-04,19.533
2020-03-05,19.825
2020-03-06,20.171
2020-03-09,20.926
2020-03-10,21.051
2020-03-11,21.205
2020-03-12,22.326
2020-03-13,21.885
2020-03-16,22.613
2020-03-17,23.14
2020-03-18,23.72
2020-03-19,24.087
2020-03-20,24.026
2020-03-23,25.127
2020-03-24,25.132
2020-03-25,24.395
2020-03-26,23.13
2020-03-27,23.41
2020-03-30,24.265
2020-03-31,23.448
2020-04-01,24.453
2020-04-02,24.034
2020-04-03,24.69
2020-04-06,24.628
2020-04-07,24.035
2020-04-08,24.039
2020-04-09,23.625
2020-04-10,23.42
2020-04-13,23.723
2020-04-14,23.599
2020-04-15,24.064
2020-04-16,24.124
2020-04-17,23.831
2020-04-20,24.037
2020-04-21,24.433
2020-04-22,24.585
2020-04-23,24.682
2020-04-24,24.8225
2020-04-27,24.832
2020-04-28,24.394
2020-04-29,23.927
2020-04-30,23.979
2020-05-01,24.8066
2020-05-04,24.3853
2020-05-05,23.7938
2020-05-06,24.295
2020-05-07,23.961
2020-05-08,23.619
2020-05-11,23.913
2020-05-12,24.037
2020-05-13,24.311
2020-05-14,24.172
2020-05-15,24.0493
2020-05-18,23.59
2020-05-19,23.614
2020-05-20,23.215
2020-05-21,22.924
2020-05-22,22.738
2020-05-25,.
2020-05-26,22.336
2020-05-27,22.358
2020-05-28,22.191
2020-05-29,22.17
2020-06-01,21.991
2020-06-02,21.722
2020-06-03,21.635
2020-06-04,21.851
2020-06-05,21.545
2020-06-08,21.638
2020-06-09,21.728
2020-06-10,21.941
2020-06-11,22.521
2020-06-12,22.298
2020-06-15,22.521
2020-06-16,22.175
2020-06-17,22.368
2020-06-18,22.669
2020-06-19,22.61
2020-06-22,22.457
2020-06-23,22.389
2020-06-24,22.7116
2020-06-25,22.83
2020-06-26,22.946
2020-06-29,23.123
2020-06-30,23.0821
2020-07-01,22.823
2020-07-02,22.52
2020-07-03,.
2020-07-06,22.275
2020-07-07,22.636
2020-07-08,22.855
2020-07-09,22.702
2020-07-10,22.507
2020-07-13,22.432
2020-07-14,22.592
2020-07-15,22.371
2020-07-16,22.288
2020-07-17,22.48
2020-07-20,22.58
2020-07-21,22.319
2020-07-22,22.256
2020-07-23,22.314
2020-07-24,22.363
2020-07-27,22.013
2020-07-28,21.957
2020-07-29,22.003
2020-07-30,22.183
2020-07-31,22.226
2020-08-03,22.574
2020-08-04,22.746
2020-08-05,22.423
2020-08-06,22.359
2020-08-07,22.483
2020-08-10,22.493
2020-08-11,22.338
2020-08-12,22.318
2020-08-13,22.28
2020-08-14,22.019
2020-08-17,22.042
2020-08-18,22.18
2020-08-19,22.046
2020-08-20,22.148
2020-08-21,22.042
2020-08-24,21.974
2020-08-25,21.961
2020-08-26,21.945
2020-08-27,22.115
2020-08-28,21.87
2020-08-31,21.88
2020-09-01,21.751
2020-09-02,21.832
2020-09-03,21.663
2020-09-04,21.595
2020-09-07,.
2020-09-08,21.732
2020-09-09,21.52
2020-09-10,21.285
2020-09-11,21.327
2020-09-14,21.123
2020-09-15,21.055
2020-09-16,21.05
2020-09-17,20.993
2020-09-18,20.949
2020-09-21,21.516
2020-09-22,21.585
2020-09-23,22.116
2020-09-24,22.28
2020-09-25,22.451
2020-09-28,22.507
2020-09-29,22.466
2020-09-30,22.091
2020-10-01,21.976
2020-10-02,21.72
2020-10-05,21.4301
2020-10-06,21.521
2020-10-07,21.533
2020-10-08,21.416
2020-10-09,21.153
2020-10-12,.
2020-10-13,21.392
2020-10-14,21.346
2020-10-15,21.394
2020-10-16,21.174
2020-10-19,21.1369
2020-10-20,21.065
2020-10-21,21.0896
2020-10-22,21.026
2020-10-23,20.8961
2020-10-26,20.958
2020-10-27,20.867
2020-10-28,21.152
2020-10-29,21.367
2020-10-30,21.276
2020-11-02,21.457
2020-11-03,21.156
2020-11-04,20.936
2020-11-05,20.834
2020-11-06,20.63
2020-11-09,20.4
2020-11-10,20.433
2020-11-11,.
2020-11-12,20.517
2020-11-13,20.45
2020-11-16,20.302
2020-11-17,20.306
2020-11-18,20.246
2020-11-19,20.183
2020-11-20,20.083
2020-11-23,20.109
2020-11-24,20.012
2020-11-25,20.015
2020-11-26,.
2020-11-27,.
2020-11-30,20.15
2020-12-01,20.047
2020-12-02,20.047
2020-12-03,19.887
2020-12-04,19.744
2020-12-07,19.81
2020-12-08,19.715
2020-12-09,19.852
2020-12-10,19.987
2020-12-11,20.093
2020-12-14,20.218
2020-12-15,20.083
2020-12-16,19.95
2020-12-17,19.788
2020-12-18,19.9813
2020-12-21,20.04
2020-12-22,20.054
2020-12-23,20.08
2020-12-24,.
2020-12-25,.
2020-12-28,20.061
2020-12-29,19.905
2020-12-30,19.934
2020-12-31,19.892
2021-01-01,.
2021-01-04,19.938
2021-01-05,19.92
2021-01-06,19.713
2021-01-07,19.928
2021-01-08,19.941
2021-01-11,20.076
2021-01-12,19.927
2021-01-13,19.788
2021-01-14,19.723
2021-01-15,19.747
2021-01-18,.
2021-01-19,19.6642
2021-01-20,.
2021-01-21,19.727
2021-01-22,19.925
2021-01-25,20.14
2021-01-26,20.08
2021-01-27,20.22
2021-01-28,20.23
2021-01-29,20.255
2021-02-01,20.356
2021-02-02,20.151
2021-02-03,20.217
2021-02-04,20.457
2021-02-05,20.13
2021-02-08,20.112
2021-02-09,20.097
2021-02-10,20.05
2021-02-11,19.96
2021-02-12,19.93
2021-02-15,.
2021-02-16,20.218
2021-02-17,20.186
2021-02-18,20.436
2021-02-19,20.4
2021-02-22,20.672
2021-02-23,20.604
2021-02-24,20.46
2021-02-25,20.891
2021-02-26,20.935
2021-03-01,20.607
2021-03-02,20.624
2021-03-03,20.9203
2021-03-04,20.8206
2021-03-05,21.277
2021-03-08,21.45
2021-03-09,21.258
2021-03-10,20.95
2021-03-11,20.696
2021-03-12,20.7411
2021-03-15,20.742
2021-03-16,20.567
2021-03-17,20.672
2021-03-18,20.44
2021-03-19,20.4971
2021-03-22,20.588
2021-03-23,20.629
2021-03-24,20.793
2021-03-25,20.783
2021-03-26,20.573
2021-03-29,20.585
2021-03-30,20.597
2021-03-31,20.441
2021-04-01,20.3358
2021-04-02,20.305
2021-04-05,20.242
2021-04-06,20.141
2021-04-07,20.18
2021-04-08,20.09
2021-04-09,20.162
2021-04-12,20.101
2021-04-13,20.052
2021-04-14,20.058
2021-04-15,19.918
2021-04-16,19.912
2021-04-19,19.811
2021-04-20,19.872
2021-04-21,19.884
2021-04-22,19.874
2021-04-23,19.852
2021-04-26,19.843
2021-04-27,19.974
2021-04-28,19.942
2021-04-29,20.109
2021-04-30,20.169
2021-05-03,20.2
2021-05-04,20.256
2021-05-05,20.216
2021-05-06,20.177
2021-05-07,19.901
2021-05-10,19.87
2021-05-11,19.855
2021-05-12,20.116
2021-05-13,20.046
2021-05-14,19.86
2021-05-17,19.8
2021-05-18,19.828
2021-05-19,19.8
2021-05-20,19.877
2021-05-21,19.94
2021-05-24,19.863
2021-05-25,19.888
2021-05-26,19.894
2021-05-27,19.97
2021-05-28,19.93
2021-05-31,.
2021-06-01,19.897
2021-06-02,19.895
2021-06-03,20.065
2021-06-04,19.927
2021-06-07,19.78
2021-06-08,19.772
2021-06-09,19.686
2021-06-10,19.675
2021-06-11,19.961
2021-06-14,19.915
2021-06-15,20.169
2021-06-16,20.044
2021-06-17,20.468
2021-06-18,20.671
2021-06-21,20.597
2021-06-22,20.583
2021-06-23,20.26
2021-06-24,20.044
2021-06-25,19.793
2021-06-28,19.78
2021-06-29,19.802
2021-06-30,19.906
2021-07-01,19.987
2021-07-02,19.844
2021-07-05,.
2021-07-06,19.984
2021-07-07,19.987
2021-07-08,19.965
2021-07-09,19.881
2021-07-12,19.844
2021-07-13,19.991
2021-07-14,19.892
2021-07-15,19.928
2021-07-16,19.838
2021-07-19,20.0
2021-07-20,20.147
2021-07-21,20.153
2021-07-22,20.1934
2021-07-23,20.03
2021-07-26,20.01
2021-07-27,19.975
2021-07-28,19.941
2021-07-29,19.859
2021-07-30,19.846
2021-08-02,19.856
2021-08-03,19.896
2021-08-04,19.969
2021-08-05,19.9252
2021-08-06,20.018
2021-08-09,20.067
2021-08-10,20.086
2021-08-11,19.956
2021-08-12,19.891
2021-08-13,19.862
2021-08-16,19.885
2021-08-17,19.983
2021-08-18,20.011
2021-08-19,20.111
2021-08-20,20.425
2021-08-23,20.364
2021-08-24,20.318
2021-08-25,20.266
2021-08-26,20.357
2021-08-27,20.202
2021-08-30,20.127
2021-08-31,20.074
2021-09-01,19.964
2021-09-02,19.967
2021-09-03,19.889
2021-09-06,.
2021-09-07,19.944
2021-09-08,19.937
2021-09-09,19.93
2021-09-10,19.864
2021-09-13,19.868
2021-09-14,19.898
2021-09-15,19.898
2021-09-16,19.937
2021-09-17,19.9841
2021-09-20,20.161
2021-09-21,20.117
2021-09-22,20.013
2021-09-23,20.025
2021-09-24,20.094
2021-09-27,20.0935
2021-09-28,20.331
2021-09-29,20.491
2021-09-30,20.562
2021-10-01,20.491
2021-10-04,20.534
2021-10-05,20.562
2021-10-06,20.646
2021-10-07,20.593
2021-10-08,20.746
2021-10-11,.
2021-10-12,20.768
2021-10-13,20.648
2021-10-14,20.592
2021-10-15,20.452
2021-10-18,20.316
2021-10-19,20.267
2021-10-20,20.169
2021-10-21,20.269
2021-10-22,20.212
2021-10-25,20.211
2021-10-26,20.219
2021-10-27,20.22
2021-10-28,20.332
2021-10-29,20.551
2021-11-01,20.851
2021-11-02,20.75
2021-11-03,20.827
2021-11-04,20.629
2021-11-05,20.425
2021-11-08,20.336
2021-11-09,20.28
2021-11-10,20.468
2021-11-11,.
2021-11-12,20.519
2021-11-15,20.627
2021-11-16,20.823
2021-11-17,20.691
2021-11-18,20.727
2021-11-19,20.799
2021-11-22,20.972
2021-11-23,21.239
2021-11-24,21.397
2021-11-25,.
2021-11-26,21.853
2021-11-29,21.73
2021-11-30,21.453
2021-12-01,21.305
2021-12-02,21.309
2021-12-03,21.439
2021-12-06,21.222
2021-12-07,21.047
2021-12-08,20.959
2021-12-09,21.012
2021-12-10,20.873
2021-12-13,20.954
2021-12-14,21.198
2021-12-15,21.23
2021-12-16,20.872
2021-12-17,20.731
2021-12-20,20.738
2021-12-21,20.806
2021-12-22,20.749
2021-12-23,20.648
2021-12-24,.
2021-12-27,20.676
2021-12-28,20.581
2021-12-29,20.583
2021-12-30,20.514
2021-12-31,.
2022-01-03,20.57
2022-01-04,20.501
2022-01-05,20.439
2022-01-06,20.435
2022-01-07,20.397
2022-01-10,20.455
2022-01-11,20.353
2022-01-12,20.367
2022-01-13,20.36
2022-01-14,20.316
2022-01-17,.
2022-01-18,20.378
2022-01-19,20.47
2022-01-20,20.423
2022-01-21,20.468
2022-01-24,20.659
2022-01-25,20.677
2022-01-26,20.648
2022-01-27,20.76
2022-01-28,20.834
2022-01-31,20.637
2022-02-01,20.569
2022-02-02,20.5898
2022-02-03,20.554
2022-02-04,20.718
2022-02-07,20.644
2022-02-08,20.636
2022-02-09,20.5
2022-02-10,20.433
2022-02-11,20.406
2022-02-14,20.402
2022-02-15,20.363
2022-02-16,20.312
2022-02-17,20.285
2022-02-18,20.299
2022-02-21,.
2022-02-22,20.282
2022-02-23,20.245
2022-02-24,20.643
2022-02-25,20.415
2022-02-28,20.403
2022-03-01,20.579
2022-03-02,20.619
2022-03-03,20.714
2022-03-04,20.936
2022-03-07,21.236
2022-03-08,21.396
2022-03-09,20.952
2022-03-10,20.974
2022-03-11,20.964
2022-03-14,20.906
2022-03-15,20.885
2022-03-16,20.728
2022-03-17,20.551
2022-03-18,20.404
2022-03-21,20.286
2022-03-22,20.265
2022-03-23,20.17
2022-03-24,20.12
2022-03-25,19.94
2022-03-28,20.14
2022-03-29,20.012
2022-03-30,19.833
2022-03-31,19.911
2022-04-01,19.837
2022-04-04,19.745
2022-04-05,19.932
2022-04-06,20.045
2022-04-07,20.16
2022-04-08,20.077
2022-04-11,20.01
2022-04-12,19.841
2022-04-13,19.802
2022-04-14,19.99
2022-04-15,19.953
2022-04-18,19.9311
2022-04-19,20.05
2022-04-20,19.999
2022-04-21,20.165
2022-04-22,20.312
2022-04-25,20.256
2022-04-26,20.434
2022-04-27,20.448
2022-04-28,20.561
2022-04-29,20.359
2022-05-02,20.431
2022-05-03,20.346
2022-05-04,20.226
2022-05-05,20.291
2022-05-06,20.111
2022-05-09,20.302
2022-05-10,20.403
2022-05-11,20.254
2022-05-12,20.306
2022-05-13,20.127
2022-05-16,20.057
2022-05-17,19.973
2022-05-18,19.993
2022-05-19,19.925
2022-05-20,19.863
2022-05-23,19.828
2022-05-24,19.879
2022-05-25,19.837
2022-05-26,19.801
2022-05-27,19.575
2022-05-30,.
2022-05-31,19.68
2022-06-01,19.75
2022-06-02,19.555
2022-06-03,19.601
2022-06-06,19.594
2022-06-07,19.601
2022-06-08,19.57
2022-06-09,19.612
2022-06-10,19.914
2022-06-13,20.411
2022-06-14,20.671
2022-06-15,20.661
2022-06-16,20.541
2022-06-17,20.429
2022-06-20,.
2022-06-21,20.195
2022-06-22,20.047
2022-06-23,20.012
2022-06-24,19.906
2022-06-27,19.879
2022-06-28,19.983
2022-06-29,20.163
2022-06-30,20.118
2022-07-01,20.318
2022-07-04,.
2022-07-05,20.551
2022-07-06,20.694
2022-07-07,20.599
2022-07-08,20.444
2022-07-11,20.735
2022-07-12,20.749
2022-07-13,20.725
2022-07-14,20.858
2022-07-15,20.578
2022-07-18,20.389
2022-07-19,20.464
2022-07-20,20.469
2022-07-21,20.663
2022-07-22,20.502
2022-07-25,20.464
2022-07-26,20.472
2022-07-27,20.507
2022-07-28,20.383
2022-07-29,20.363
2022-08-01,20.251
2022-08-02,20.52
2022-08-03,20.553
2022-08-04,20.328
2022-08-05,20.394
2022-08-08,20.2912
2022-08-09,20.281
2022-08-10,19.964
2022-08-11,19.922
2022-08-12,19.869
2022-08-15,19.84
2022-08-16,19.918
2022-08-17,20.067
2022-08-18,20.085
2022-08-19,20.186
2022-08-22,20.163
2022-08-23,20.017
2022-08-24,19.896
2022-08-25,19.944
2022-08-26,19.913
2022-08-29,20.015
2022-08-30,20.095
2022-08-31,20.086
2022-09-01,20.22
2022-09-02,19.927
2022-09-05,.
2022-09-06,20.109
2022-09-07,20.026
2022-09-08,19.985
2022-09-09,19.887
2022-09-12,19.8
2022-09-13,20.066
2022-09-14,19.953
2022-09-15,20.067
2022-09-16,20.017
2022-09-19,20.0
2022-09-20,19.995
2022-09-21,19.995
2022-09-22,19.964
2022-09-23,20.176
2022-09-26,20.373
2022-09-27,20.316
2022-09-28,20.305
2022-09-29,20.15
2022-09-30,20.115
2022-10-03,20.033
2022-10-04,19.97
2022-10-05,20.107
2022-10-06,20.111
2022-10-07,20.03
2022-10-10,.
2022-10-11,19.947
2022-10-12,20.025
2022-10-13,19.992
2022-10-14,20.068
2022-10-17,19.978
2022-10-18,20.04
2022-10-19,20.126
2022-10-20,20.031
2022-10-21,19.898
2022-10-24,19.945
2022-10-25,19.867
2022-10-26,19.866
2022-10-27,19.838
2022-10-28,19.824
2022-10-31,19.848
2022-11-01,19.735
2022-11-02,19.665
2022-11-03,19.675
2022-11-04,19.532
2022-11-07,19.467
2022-11-08,19.464
2022-11-09,19.571
2022-11-10,19.37
2022-11-11,.
2022-11-14,19.392
2022-11-15,19.381
2022-11-16,19.314
2022-11-17,19.44
2022-11-18,19.487
2022-11-21,19.542
2022-11-22,19.451
2022-11-23,19.373
2022-11-24,.
2022-11-25,19.333
2022-11-28,19.308
2022-11-29,19.22
2022-11-30,19.366
2022-12-01,19.15
2022-12-02,19.342
2022-12-05,19.76
2022-12-06,19.845
2022-12-07,19.702
2022-12-08,19.673
2022-12-09,19.797
2022-12-12,19.821
2022-12-13,19.641
2022-12-14,19.698
2022-12-15,19.786
2022-12-16,19.787
2022-12-19,19.726
2022-12-20,19.795
2022-12-21,19.715
2022-12-22,19.592
2022-12-23,19.43
2022-12-26,.
2022-12-27,19.4
2022-12-28,19.398
2022-12-29,19.357
2022-12-30,19.496
2023-01-02,.
2023-01-03,19.421
2023-01-04,19.33
2023-01-05,19.375
2023-01-06,19.172
2023-01-09,19.176
2023-01-10,19.105
2023-01-11,19.018
2023-01-12,18.875
2023-01-13,18.785
2023-01-16,.
2023-01-17,18.74
2023-01-18,18.748
2023-01-19,19.066
2023-01-20,18.912
2023-01-23,18.824
2023-01-24,18.841
2023-01-25,18.844
2023-01-26,18.836
2023-01-27,18.773
2023-01-30,18.77
2023-01-31,18.798
2023-02-01,18.708
2023-02-02,18.618
2023-02-03,18.883
2023-02-06,19.21
2023-02-07,19.03
2023-02-08,18.957
2023-02-09,18.959
2023-02-10,18.708
2023-02-13,18.626
2023-02-14,18.541
2023-02-15,18.601
2023-02-16,18.513
2023-02-17,18.416
2023-02-20,.
2023-02-21,18.392
2023-02-22,18.35
2023-02-23,18.435
2023-02-24,18.399
2023-02-27,18.408
2023-02-28,18.345
2023-03-01,18.095
2023-03-02,18.112
2023-03-03,18.013
2023-03-06,18.015
2023-03-07,18.131
2023-03-08,17.949
2023-03-09,18.086
2023-03-10,18.359
2023-03-13,18.77
2023-03-14,18.719
2023-03-15,18.957
2023-03-16,18.913
2023-03-17,18.98
2023-03-20,18.82
2023-03-21,18.67
2023-03-22,18.527
2023-03-23,18.489
2023-03-24,18.498
2023-03-27,18.392
2023-03-28,18.242
2023-03-29,18.094
2023-03-30,18.095
2023-03-31,18.025
2023-04-03,18.114
2023-04-04,18.158
2023-04-05,18.308
2023-04-06,18.211
2023-04-07,18.135
2023-04-10,18.161
2023-04-11,18.195
2023-04-12,18.071
2023-04-13,18.01
2023-04-14,18.049
2023-04-17,18.1014
2023-04-18,18.0679
2023-04-19,18.0427
2023-04-20,18.0136
2023-04-21,18.01
2023-04-24,18.0074
2023-04-25,18.066
2023-04-26,18.1074
2023-04-27,18.0706
2023-04-28,17.9973
2023-05-01,17.9157
2023-05-02,18.057
2023-05-03,17.896
2023-05-04,17.956
2023-05-05,17.7481
2023-05-08,17.8197
2023-05-09,17.7453
2023-05-10,17.6074
2023-05-11,17.612
2023-05-12,17.6024
2023-05-15,17.554
2023-05-16,17.4297
2023-05-17,17.5912
2023-05-18,17.7162
2023-05-19,17.692
2023-05-22,17.8395
2023-05-23,17.9628
2023-05-24,17.812
2023-05-25,17.8332
2023-05-26,17.6647
2023-05-29,.
2023-05-30,17.673
2023-05-31,17.7488
2023-06-01,17.5493
2023-06-02,17.4976
2023-06-05,17.464
2023-06-06,17.4124
2023-06-07,17.3411
2023-06-08,17.4095
2023-06-09,17.2912
2023-06-12,17.308
2023-06-13,17.214
2023-06-14,17.11
2023-06-15,17.1787
2023-06-16,17.0765
2023-06-19,.
2023-06-20,17.1908
2023-06-21,17.1601
2023-06-22,17.1472
2023-06-23,17.1723
2023-06-26,17.1345
2023-06-27,17.0833
2023-06-28,17.0731
2023-06-29,17.0976
2023-06-30,17.1439
2023-07-03,17.0578
2023-07-04,.
2023-07-05,16.9966
2023-07-06,17.2568
2023-07-07,17.1073
2023-07-10,17.0485
2023-07-11,17.0853
2023-07-12,16.848
2023-07-13,16.8998
2023-07-14,16.8002
2023-07-17,16.8047
2023-07-18,16.7423
2023-07-19,16.759
2023-07-20,16.8359
2023-07-21,16.9228
2023-07-24,16.8164
2023-07-25,16.9099
2023-07-26,16.8769
2023-07-27,16.7073
2023-07-28,16.6635
2023-07-31,16.7183
2023-08-01,16.8414
2023-08-02,17.043
2023-08-03,17.3356
2023-08-04,17.0579
2023-08-07,17.0564
2023-08-08,17.1512
2023-08-09,17.076
2023-08-10,16.941
2023-08-11,16.995
2023-08-14,17.0746
2023-08-15,17.1114
2023-08-16,17.064
2023-08-17,17.116
2023-08-18,17.0598
2023-08-21,17.031
2023-08-22,16.9166
2023-08-23,16.7987
2023-08-24,16.818
2023-08-25,16.797
2023-08-28,16.7116
2023-08-29,16.8436
2023-08-30,16.7435
2023-08-31,16.881
2023-09-01,17.1523
2023-09-04,.
2023-09-05,17.3392
2023-09-06,17.549
2023-09-07,17.5396
2023-09-08,17.571
2023-09-11,17.368
2023-09-12,17.2553
2023-09-13,17.1055
2023-09-14,17.109
2023-09-15,17.068
2023-09-18,17.1116
2023-09-19,17.0624
2023-09-20,17.027
2023-09-21,17.1577
2023-09-22,17.1431
2023-09-25,17.3711
2023-09-26,17.4958
2023-09-27,17.703
2023-09-28,17.599
2023-09-29,17.4064
2023-10-02,17.5457
2023-10-03,17.9134
2023-10-04,17.9505
2023-10-05,18.319
2023-10-06,18.16
2023-10-09,.
2023-10-10,17.98
2023-10-11,17.819
2023-10-12,17.899
2023-10-13,18.0525
2023-10-16,17.9564
2023-10-17,17.9022
2023-10-18,18.2492
2023-10-19,18.286
2023-10-20,18.2152
2023-10-23,18.1033
2023-10-24,18.2818
2023-10-25,18.297
2023-10-26,18.1841
2023-10-27,18.0496
2023-10-30,18.021
2023-10-31,18.053
2023-11-01,17.946
2023-11-02,17.5908
2023-11-03,17.3706
2023-11-06,17.5236
2023-11-07,17.468
2023-11-08,17.4792
2023-11-09,17.4832
2023-11-10,.
2023-11-13,17.577
2023-11-14,17.401
2023-11-15,17.3256
2023-11-16,17.3019
2023-11-17,17.2099
2023-11-20,17.126
2023-11-21,17.2096
2023-11-22,17.2014
2023-11-23,.
2023-11-24,17.1255
2023-11-27,17.152
2023-11-28,17.118
2023-11-29,17.2022
2023-11-30,17.3758
2023-12-01,17.2032
2023-12-04,17.4136
2023-12-05,17.4726
2023-12-06,17.2642
2023-12-07,17.4351
2023-12-08,17.3809
2023-12-11,17.423
2023-12-12,17.2989
2023-12-13,17.4146
2023-12-14,17.2848
2023-12-15,17.181
2023-12-18,17.2043
2023-12-19,17.073
2023-12-20,17.078
2023-12-21,17.0534
2023-12-22,16.983
2023-12-25,.
2023-12-26,16.9675
2023-12-27,16.9138
2023-12-28,16.909
2023-12-29,16.8998
2024-01-01,.
2024-01-02,17.014
2024-01-03,17.056
2024-01-04,17.048
2024-01-05,16.9141
2024-01-08,16.803
2024-01-09,16.936
2024-01-10,16.988
2024-01-11,16.9867
2024-01-12,16.851
2024-01-15,.
2024-01-16,17.1499
2024-01-17,17.265
2024-01-18,17.2035
2024-01-19,17.116
2024-01-22,17.1342
2024-01-23,17.362
2024-01-24,17.159
2024-01-25,17.2283
2024-01-26,17.1442
